,id,tweets,label
7101,7101,Local youth have been protecting architectural sites in Patan No authority here to take over   http,0
3484,3484,Damage from NapaQuake car under rubble at Third and Brown streets,1
5767,5767,If u wish to send any relief material to Nepal please call Nikunj inform him and please send it to his godown from there he w,0
7791,7791,NepalEarthquakeList of places to get food  shelter in Kathmandu,0
3017,3017,Napa quake caused  million in private property damage,1
6675,6675,Wait There was a devastating earthquake in Nepal with over  estimated dead At least CNN knows its important that,1
2966,2966,Strong Earthquake Shakes Northern California  Wall Street Journal  EarthquakeNews,0
4109,4109,earthquake in Chile Im in total aftershock,0
6711,6711,neeleshmisra sir they should also not be asking stupid question to people in Nepal such how are you feeling now Devastated Obviously,0
7471,7471,Ancient collision made Nepal quake inevitable,0
3105,3105,Strong earthquake rocks California,0
6864,6864,that moment when sehun updates his instg about helping children from nepal and some people comment luv ur booty i have no,0
1882,1882,Cool data analysis of todays Napa earthquake  effect on sleep  by  data engineer  via,0
2783,2783,Strong  California EarthQuake Surprises as it Hits Napa Vineyards Retailers Businesses Homes  TVIX VIX,0
5138,5138,Also down here in Valpo no visible sign of damage we didnt feel much shock We had a  a few weeks ago though and that was a trip,0
5890,5890,We must find the missing people in Nepal earthquake,1
1736,1736,SISMO MUNDO Earthquake  Magnitude   NEAR EAST COAST OF KAMCHATKA   September   UTC,0
6837,6837,NepalEarthquake Indian Railways is supplying Railneer bottles everyday,0
8226,8226,Truly awful sight Kathmandus Darbar Square a UNESCO World Heritage site in ruins after todays earthquake,1
1513,1513,earthquake Mon Sep   CDT  near km NE of LesperanceRock NewZealand  CC  Are you okay,0
732,732,Some geologist are saying the Earthquake was so massive that Pakistans coastline has permanently been changed PrayforP,0
3133,3133,Semi huge earthquake in Northern California  small earthquake in Southern California hmm,0
725,725,Link    SalutePakArmy Helpin Earthquack Victims Of Pakistan NawazSharif Zindabaad Pop Song Pakistanis,0
2623,2623,A  magnitude earthquake occurred mi SE of San Fernando California Details  Map,0
263,263,Today Show Situation in Baluchistan after Massive Earthquake how Pakistan response any question,0
1279,1279,Infographic Deadly violence in Peshawar  Pakistan bomb,0
2562,2562,N California Cleaning Up After Strongest Quake in  Years  WLSTV WLSTVN California Cleaning Up After St,0
6222,6222,We have sent an interministerial team to Nepal HM Rajnath Singh in Lok Sabha NepalEarthquake IndiaWithNepal,0
3369,3369,California USA Garden Grove   earthquake  Northern California earthquake is the strongest in,0
4055,4055,Earthquake in Chile and Tsunami warning in southern Peru Things do not look good people here are not taking preventive measures,0
6507,6507,NepalEarthquake update over  killed  NDMA Helpline No for missing persons   Mob,1
6472,6472,Flagging of by  of k food packets per day relief material starting Free kitchen at Kathmanduquake http,0
5345,5345,Keep safe everyone and lets always pray PRAYForChile PrayForSinabung PrayForIndonesia PrayForNigeria,0
3876,3876,Chile earthquake magnitude increased to  no injuries reported yet,0
1627,1627,ReliefPK China offer humanitarian aid to Pakistan Red Crescent  hmrd,0
5709,5709,After seeing all the absolutely devastating photos  videos coming out of Nepal I just cant help but shake my,0
7723,7723,USAID This is a database with the location and needs of people trapped in Nepal  Many are in need of evac  supplies,1
3483,3483,Heres a recent example of health  digital at work How the Napa earthquake affected Bay area sleepers,0
8136,8136,Nepal quake death toll almost at  now Witnesses say people are confused and scared,1
7881,7881,This Is How Scary Nepal  Parts Of India Look After Today Mornings Earthquake  earthquake,1
6351,6351,Im raising money for nepal earth quake relief fund Click to Donate  via,0
2119,2119,MP California hit by strong magnitude quake via The News International,0
5569,5569,Very determinedconcernedgeneroushumane leadership effectively deploying resources in Nepal Thank U  for lead,0
5784,5784,Thousands are dead in Nepal two Australians are about to be executed and this is news,1
6319,6319,We can do our little duty to help the earthquake victims in Nepal,0
7785,7785,I am thankful Man describes how he survived in rubble for  hours after Nepal earthquake,1
4699,4699,Many aftershocks near Chile today  theyve gotten progressively stronger Latest earthquake  pmEDT  http,0
5542,5542,Aid with strings Aftermath of Nepals earthquake exposes Asias geopolitical fault lines,0
5475,5475,News You Can Use from Philstockworld HFT ChileEarthquake EWJ Japan China SPY PCG MNKD GOOG FB,0
7097,7097,Dear Pakistan are out of your mind,0
5305,5305,Sending all my good thoughts and prayers to everyone who was affected by the magnitude  earthquake in Chile stay strong,0
2791,2791,Dozens injured  critically after strong earthquake in California  CNN  A magnitu,1
7700,7700,We are very grateful to  followers  all our great supporters who are responding to NepalEarthquake,0
5455,5455,earthquake M   SouthAmerica Chile Antofagasta San Pedro de Atacama Preliminary Earthquake Report,0
194,194,Pic KKF send relief goods for Balochistan Earthquake Victims ReliefByKKF MQM Pakistan,0
4175,4175,HilaryDuff what do you think about Chile your fans Chilean need our help,0
2579,2579,USA  NEWS  HOT NEWS  Earthquake Northern California Struck by  Magnitude Earthquake Earthquake USA newslh,0
2779,2779,Obama has been briefed on the Napa earthquake He expressed deep concern  has sent out a special envoy to evaluate th,0
5751,5751,Visit  to learn more about what were doing to assist those impacted in Nepal and how you can help,0
6126,6126,My heart goes out for India and Nepal  Praying for everyones well being  Condolence for departed souls RIP,0
2604,2604,US California Wine Country Earthquake Injures Dozens  SliceofLife USNews California earthquake Napa,1
5832,5832,Help out Give to Nepal Earthquake Relief Fund  Raise funds on indiegogolife,0
4652,4652,The  is still evaluating potential tsunami threat to Hawaii  earthquake,0
2349,2349,Damage from earthquake that jolted Californias Napa Valley wine country could be billions,1
5690,5690,tweetyaysshh Seriously cant bare all those shit any longer All needed is to help Nepal,0
4334,4334,Caltech has seismology equipment in area and is expecting data soon Chile,0
8084,8084,Tragedy in Nepal reminded my of going to Everest Base Camp with this guy Chris  I filmed lots of this,0
4532,4532,Goodnight twitter  Godbless  \  \ Gotta get the grind in the AM  PrayForChile,0
7163,7163,Helpline numbers for friends in Nepal stuck in tremors Plz  or Repost,1
5435,5435,Disaster risk reduction works strict building codes saved lives homes in powerful Chile earthquake,0
5948,5948,Astonishing BBC Marr discuss Nepal in terms of risks to Everest climbers and heritage No mention of Nepalis,0
3401,3401,OlleJeffry  Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake Jawbone has shown one of,0
2669,2669,Shelter open in Napa  Crosswalk Community Church  st St in Napa napaquake,0
940,940,Number dead in Pakistan quake is  and rising   injured   army units helping in rescue disaster operations,1
6603,6603,Watching the map improve as the team is editing in Nepal live   via,0
6151,6151,Weve just launched a m appeal to get more lifesaving aid to children  families affected by NepalEarthquake,0
710,710,magnitude earthquake  mi from Oildale CA United States,0
4257,4257,UPDATE Chile has lifted tsunami alerts after magnitude earthquake confirms   h,0
2573,2573,Fascinating tech look at data of earthquake  How did the Napa earthquake affect sleep  napaq,0
3780,3780,My vacations are almost over and I dont want to face my reality yet fuckkk,0
4916,4916,Fuerza Mis Queridos Chilenos Chile PrayersForChile Be Strong Chile We Are With You,0
3557,3557,earthquake  earthquake  Dozens injured  critically after strong earthquake in Ca http,1
390,390,Earthquake jolts Sindh and Balochistan again tremors felt in Karachi and Awaraan as well Pakistan,0
1666,1666,dead  a disgrace odyssey earthquake Balochistan Pakistan,1
6626,6626,TPS for Nepal introduced in US Congress todaystay tuned for updates,0
6798,6798,Daily Brief  Samesex marriage in US protests in Burundi Tibetans lost in Nepal,0
3750,3750,UPDATE Chiles navy says a tsunami has already hit some areas in north of country following a massive earthquake offsho,0
4105,4105,mmm yeah yeah mmm yeah yeah mmm yeah yeah  se me pego,0
6807,6807,The devastation in Kathmandu is horrific  but the fear is it may be worse in remote areas,0
1477,1477,Death toll in Balochistan quake can further rise as some areas are still inaccessible says Interior Minister PMLN ear,1
2415,2415,whatshot news  injured  critical after Napa California quake   socialmedia,1
6023,6023,{ॐ} There Is NoBody  Helping People In The Villages  People Are Dying  Where They Are ॥ॐ॥ ABGurung {NepaleseSoldier,0
8196,8196,Keep Nepal in your prayers,0
6989,6989,Update Flights take off as Kathmandu airport opens,0
1079,1079,USGS alert M  northern Alaska September    GMT  earthquake tsunami prayfromjapan,0
3544,3544,M  km NW of American Canyon California   UTC via,0
3131,3131,How the Napa earthquake affected the sleep of  UP wearers  wearabletech mhealth,0
4195,4195,sorry guys i sent my Rhydon off to Chile hes the one who used earthquake,0
3362,3362,magnitude earthquake rocks California wine country dozens hurt,1
7047,7047,Please support  Nepal Earthquake Appeal,0
4172,4172,PrayForChile and all those lives that are being affected by the aftermath,0
4016,4016,tsunami warnings issued for Peru as well according to,0
1590,1590,earthquake M  Greater Los Angeles area California,0
2203,2203,USA   Scores of aftershocks from Napa earthquake felt more on the way USA  Officials have warned,0
5820,5820,MauriceCharles  Reuters The death toll from Nepals  magnitude earthquake has climbed to more than,1
61,61,And again I felt it earthquake,0
1793,1793,faizanlakhani PICTURE An injured child is being brought to the hospital after PeshawarBlast Pakistan,1
1209,1209,Peshawar A friend just said to me that he is convinced that PTI is a threat to Pakistan,0
7949,7949,WBA  Liverpool Live Stream  ftblsk ftblsk WBA LFC YNWA Nepal Bruce Jenner Lamela Colin Blo,0
1688,1688,Raising funds for Earthquake affecteesPerforming at Karachi  Sunday pmcall  for tickets http,0
4322,4322,Thinking of friends evacuated along western cost of South America ChileEarthquake Peru Hoping tsunami warning will end same way as,1
3711,3711,chiocolateq when you look at me like that my darling,0
3251,3251,Magnitude  Earthquake Strikes Napa Valley At Least  Injured Tens of Thousands Without Power,1
2963,2963,Check out Earthquake Causes Damage In The Bay Area on,1
1400,1400,Sad septembervery bad september  Hoping for best in future May ALLAH help  May ALLAH help PTI May ALLAH help Pakistan,0
3048,3048,California has enough fricking earthquakes It doesnt need fracking earthquakes too,0
3018,3018,Inanity or Insanity Blaming Global Warming Big Oil for South Napa Earthquake,0
7718,7718,Can anyone provide some source of vehicle to reach nuwakot for medical team  Help,0
4817,4817,TSUNAMI warning has been issued for coast of ChilePeru from an  earthquake offshore a little over an hour ago,0
6815,6815,Our mountains and temples has been pulverised but Nepal will rise again writes,0
1526,1526,In order to help earthquake affected people please do contact at  NDMA  NDMA Chairman Maj Gen Syed Aleem,0
4463,4463,UPDATE A tsunami warning is in effect for Chile and Peru following the magnitude  quake South of Iquique Chile  via PTW,0
7954,7954,Help me make a difference for the people of Nepal nepalearthquake  everythingcounts,0
1160,1160,earthquake M Puerto Rico region,0
3935,3935,KariEvTh I know that feel bro,0
3536,3536,Napa earthquake map Redtagged buildings Esri map shows the damages caused by the  Napa earthquake,1
5554,5554,Before and After of NepalEarthquake Pray for Nepal NepalQuake Earthquake,0
5296,5296,For german people from Aracaju Brazil  Adidas Originals Nastase Player Track top,0
3883,3883,PrayForChile Stay strongthe whole world with youn well save u,0
2409,2409,Insurance San Francisco Bay Area assessing damage after large quake – CBS News,0
2996,2996,CellarPass Our hearts are broken seeing the damage  in Napa napaquake napaearthquake Trefethen nee,0
